text,weight,degree,closeness,betweenness,eigenvector,katz,average,naverage,pca1,pca2
書いてる時に滑りにくい,1.0,0.0136986301369863,0.14686813761371956,0.009919697685403874,0.09896663208275758,0.08496330426502906,0.225736066964,0.21494906892181184,-0.285027690627,0.105665541522
読み手が読みやすい,2.0,0.00684931506849315,0.14630970363039741,0.0,0.09416974632030614,0.07806445672548062,0.387565536957,0.23525447545115674,0.709231751101,0.00872755539708
重い,2.0,0.02054794520547945,0.132687765706188,0.013011674202037922,0.06582445217907353,0.08762677560085239,0.386616435482,0.26782206807928083,0.707581335256,-0.0169315081492
同じ太さで字が書ける,1.0,0.0136986301369863,0.12513642944648626,0.016762714533144377,0.007846757740338307,0.07609019801431002,0.206589121645,0.15325695967204153,-0.292575080289,0.0221327373759
ノートが見やすい,1.0,0.0136986301369863,0.13866469208934962,0.02229727601952447,0.029110206877036963,0.07845683477905026,0.21370460665,0.18061748400322378,-0.290225041163,0.0478019366176
勉強したくなる,1.0,0.0136986301369863,0.13430873317554806,0.09872461029759093,0.028856816315647852,0.07844501221155475,0.225672300356,0.2235815157851835,-0.28712857397,0.0585848752552
デザインが良い,1.0,0.0136986301369863,0.10330054242897857,0.08247520075578649,0.0015580953640350708,0.07635292567897231,0.212897565727,0.1711156320098913,-0.290963479511,0.0162720641251
持ってて楽しい,1.0,0.0136986301369863,0.1169588208352417,0.09069437883797828,0.00669582008069135,0.0759719710329417,0.217336603487,0.19053836386877057,-0.289781343465,0.0295569036893
オレンジ色,1.0,0.00684931506849315,0.08195836433396064,0.0,8.3871333644241e-05,0.0687557293242591,0.192941213343,0.07118993076616074,-0.295555831733,-0.0131202981702
半透明,1.0,0.00684931506849315,0.015655577299412915,0.0,2.724632739257609e-19,0.06931395703647265,0.181969808234,0.00835887762645559,-0.297730890729,-0.0513565196479
青色,1.0,0.00684931506849315,0.015655577299412915,0.0,2.724632739257609e-19,0.06931395703647265,0.181969808234,0.00835887762645559,-0.297730890729,-0.0513565196479
50g,1.0,0.00684931506849315,0.11234876512348765,0.0,0.01449176388155786,0.069254850852264,0.200490782488,0.10614016875966885,-0.293449518433,0.0157075587117
キャップを無くしにくい,1.0,0.0136986301369863,0.07132428555105565,0.03854511100614077,3.857644370510543e-06,0.07734487176966146,0.200152792685,0.11419649996959493,-0.293985133743,-0.0110100841848
買い替えなくていい,1.0,0.02054794520547945,0.07836955611974444,0.075484175720359,1.654788808839878e-05,0.08421907655117704,0.209772883581,0.17066490886579835,-0.291931988878,0.000860864160677
長く使える,1.0,0.02054794520547945,0.07106085328678581,0.019744922059518187,4.034199775353589e-06,0.08266584130147547,0.199003932676,0.12688165778833843,-0.29458447648,-0.0134107641204
3年,1.0,0.00684931506849315,0.0647802223144689,0.0,8.881781623259928e-07,0.06875876481561562,0.190064865063,0.05467974960896522,-0.296127126453,-0.0230931617225
習慣を変えなくていい,1.0,0.00684931506849315,0.0647802223144689,0.0,8.881781623259928e-07,0.06875876481561562,0.190064865063,0.05467974960896522,-0.296127126453,-0.0230931617225
羽のように,1.0,0.00684931506849315,0.11401319127346525,0.0,0.026669797686116527,0.07214919732390145,0.203280250225,0.11629537685490121,-0.292405099265,0.0265426179588
たくさん持っていける,1.0,0.0136986301369863,0.11767416530518202,0.009919697685403874,0.02246231930451999,0.0784032012653446,0.207026335616,0.1504136898248993,-0.291950085428,0.0283189985645
使い分けできる,1.0,0.00684931506849315,0.10139513057916869,0.0,0.004945512203314927,0.0683324983078083,0.19692040936,0.09091736784825055,-0.294556055338,0.00182560111453
子指ぐらい,1.0,0.00684931506849315,0.1293426959825026,0.0,0.05022346667976211,0.0736181366258573,0.210005602393,0.1414328290367591,-0.290077373788,0.0539409527302
たくさんの文字が書ける,1.0,0.0136986301369863,0.1145221787345075,0.009919697685403874,0.005049621152608352,0.07673088661543692,0.203320169054,0.13881117302248597,-0.29341469863,0.0127056500273
内容しっかり書ける,1.0,0.00684931506849315,0.09904620863524972,0.0,0.0011117137704403195,0.06816526878165821,0.195862084376,0.08707274897347399,-0.294928547871,-0.00254017932309
0.3mm,1.0,0.00684931506849315,0.12636930067256,0.0,0.018159588131626724,0.07103901865504157,0.203736203755,0.12352669638140472,-0.29267022877,0.026889016042
